split_id,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,specent_0,specent_1,specent_2,specent_3,specent_4,specent_5,specent_6,specent_7,specent_8,specent_9,specent_10,specent_11,specent_12,specent_13,specent_14,specent_15,specent_16,specent_17,specent_18,specent_19,specontrast_0,specontrast_1,specontrast_2,specontrast_3,specontrast_4,specontrast_5,specontrast_6,user
U1_17,-103.50834,19.53122,-93.75116,-38.300354,-55.252575,-20.841901999999997,-31.842787,0.419857,1.7437752,9.099966,11.871982000000001,4.083178500000001,6.621200599999999,4.605232,2.224558,10.268631,-3.1073341,4.9903207,-2.0278823,-4.741194200000001,-0.011580226624386104,0.00700101738274879,-0.01958013794802439,-0.027832891599372092,-0.008683861811878574,-0.009430907688092858,2824.1367159998185,3020.525911340757,3137.4029544163564,3013.0393058732793,2780.255791630324,2571.6643388544885,2554.8188607113557,2620.281078097542,2889.2477308891607,3201.331691681048,3594.129730279022,3479.155242801955,2919.7810638702117,2678.073866377323,2833.539833122895,2910.4233085534966,3067.199772734029,3234.190060001461,3028.043888446582,2938.843848858917,16.812436812690922,13.799357238345456,18.921158710868603,16.21034715170789,17.03851276087001,17.72139752409563,29.934261356754106,1
U1_18,-111.020744,26.655745,-95.37533,-40.385353,-55.05732,-17.845907,-25.982944,0.8153427,-2.7287304,8.036297,17.178352,10.471426,6.266454,2.525141,1.2384145,9.917844,-0.19470052,7.667285000000001,-3.5884468999999997,-8.774325,-0.0335582964984663,0.017328552041405258,-0.014417778101118703,0.016042031497619038,-0.009132404889865216,-0.008411292778863261,2338.523755292804,2279.65481222339,2418.1557634158976,2837.020429873337,3144.092470438558,3187.515417161947,2874.3047586485773,2523.475978766056,2369.2824212403807,2383.981039867502,2643.828579419249,2978.7599339477897,2963.6708467035082,2884.1075310435567,2889.1706603091607,2659.918865658765,2591.141979991233,2634.1489179183727,3005.7865929018835,3410.230169648698,18.4734915787634,13.159755003215688,19.258241210266586,17.664762728342254,16.837601294526156,16.707379415993085,29.95776350681884,1
U1_24,-136.607,38.275524,-88.579475,-29.905144,-45.9128,-22.405296,-29.495891999999998,-2.5193377,7.9180803,23.171694,24.021507,15.915991,12.948657,8.813504,5.8024087,11.725264,-0.1799633,2.0583944,-3.0788612,-1.9983729,-0.002721784571805337,0.01949648905223848,-0.01510424400283738,-0.02964260093011445,-0.0012542092585720306,-0.007460488852156237,2190.392174529616,2201.9404389348083,2250.9998977801592,2299.5417152042714,2562.9171254246653,2977.2669011741164,3090.4672865036578,2672.925275357935,2237.3616700584616,2045.9956620669188,2022.5899065493766,1996.1764739350726,2173.019401128249,2455.668927941901,2774.0917380595947,3018.1163918309776,3042.1416798189703,2847.7012775428498,2535.2548779322337,2457.9697501147675,20.158308506000328,12.864727663025473,20.446776995123056,15.122591832617022,16.263945031230215,17.22167516606261,29.85875869542921,1
U1_30,-88.71768,42.034335999999996,-77.44219,-32.0453,-39.750706,-17.470306,-12.54808,24.105562,16.152498,17.000154000000002,11.972305,12.512315,15.69689,10.768626,1.2165097,6.7288504,-4.1224637,-0.12656131,-0.9410656999999999,-4.6071153,0.0024085039496951435,0.0038992148725803407,-0.02462922488392816,-0.03390198648404169,-0.011365736286036763,-0.008127559752513917,3083.881014355164,3117.7399999886247,2909.508125171773,2574.598308807569,2665.031462685651,2957.9641378795827,3288.1999574667243,3370.1188064645344,3076.410605809542,2607.434083600102,2192.669417056716,2035.666553218435,2096.3554518738524,2306.712348982525,2517.059803572148,2504.462301723581,2565.658078217134,2721.832575466241,2753.2983200765443,2768.7952892311046,19.701599450298666,14.133157569318492,20.12476733715717,18.142495589259827,16.822005434862106,16.739904423907227,30.426502647694353,1
U1_31,-109.01368000000001,45.2712,-63.678413,-29.304342,-29.472447999999996,-10.149919500000001,-11.348207,24.92667,11.940632,10.2043295,17.066848999999998,13.015607000000001,12.525021,8.221335,-0.24385755,5.8777432,-6.6996,-1.8762093,-3.3445132000000006,-6.530839,-0.0050796296907428635,0.003513141210659239,0.015460453713419309,-0.022992603887600924,0.0048206582554875714,-0.011595490062074,2161.036176398652,2414.547250016692,2704.9209409876307,2531.03367233093,2346.7502713863532,2422.989772570856,2570.93596599278,2946.556254056826,3548.818815735931,3476.285083464195,2842.410690033825,2373.5837897606657,2109.4857255730367,2095.050668574435,2167.7251501429723,2551.5908168739347,3006.3426101680443,3285.904102182409,3367.659870531992,3305.950300478852,21.988694212272,15.343399877072152,19.81702927016872,17.283623537212346,16.854549209936124,17.37433050105977,29.533918587371332,1
U1_40,-410.61593999999997,26.21963,-48.912003000000006,-14.864298999999999,-18.48094,-9.449839,-13.122241,3.612224,11.182285,14.183082,0.5158943,-0.31309214,0.9832053,2.512676,1.5374937,3.7095652,-5.556744999999999,-1.8833863000000002,-1.3184106000000002,1.7118256,-0.014005892516992954,0.004074331707268172,0.011233597287329648,-0.02608328909966505,0.0016485662140839636,-0.002090283246689405,2772.3570195688203,2466.993847704656,2211.6034071777453,2219.7287402389184,2375.699698985893,2796.388868459,2902.6804586949884,2794.592410922499,2881.8127730572064,2882.3638033187804,2690.8475099799325,2408.819762870619,2450.123652046624,2592.7941144712618,2691.620870873975,2923.236227118766,3325.6064335650603,3155.3514923199346,2694.692439649784,2586.105632523458,14.866178217903428,12.266848839144465,17.700859411265863,16.110496604183727,18.20319921499004,18.28967265042021,30.694155431609364,1
U1_57,-129.01823000000002,30.03861,-83.3904,-42.06295,-43.256756,-19.62124,-22.840721,10.848375,5.2233157,5.1935625,0.5194081,11.877897,7.848092599999999,0.57728165,1.1060308,7.201242,-2.0184422,8.252366,-2.0182393,-5.401605,-0.024554140647181,-0.01951839461422844,0.04465195966948675,-0.025461770465662198,0.0012164911610508893,-0.004012454520568365,2278.2957025877404,2645.6336392364583,3264.845203371402,3669.19158156424,3827.907801422235,3650.0218874030684,3415.12941738414,3245.001030151633,2964.912999859632,2644.9186152137945,2728.396184942365,2844.605357633149,2980.4561359420904,2756.351849352333,2334.786130369353,2094.9894446742856,2069.771912044391,2127.4488111872133,2352.2941106364433,2992.911692453093,17.236792342508533,13.500328203274222,18.356550048685445,18.13641242853657,18.168777271565613,17.62857816360074,30.503898261560074,1
U1_172,-108.18718999999999,50.039635,-71.62894,-30.185284000000003,-42.43837,-22.326859,-35.289673,-10.4301405,-9.277863,3.2164482999999997,5.6016507,4.383386,3.152069,5.121108,-0.41084167,5.816155,-2.9764545,4.0499578000000005,-1.9431647,-1.6287946000000002,-0.003459901134094281,0.000995229926391211,-0.015380854836141038,-0.020655705647051187,-0.00017430861837627526,-0.01069318277804155,3176.001088606941,2877.3157617805305,2468.645494165643,2474.175620103641,2483.632163091199,2581.554852482238,2802.8802820552364,2793.9278599914337,2697.8185603003303,2557.5268465069958,2529.114096530014,2889.5929307543697,2964.7543562156816,3039.1004957049113,2675.865201115484,2379.1063645962595,2437.7133735741154,2468.7784124936247,2621.122617037999,2805.49230832836,19.129683113790513,14.711162904950616,16.185614003453427,15.171448826777278,16.05756487342524,16.584668509166626,29.85095389434865,1
U1_177,-114.36798,45.83123,-68.13072,-22.641281,-31.356468,-2.773832,-13.892131,10.048935,-6.7359467,-0.6125283,2.8362176,-4.511897599999999,-8.337989,-5.0619510000000005,-4.0756616999999995,5.5601945,-7.681999,-2.3490330000000004,-11.291704,-5.871178,-0.006972076705098597,0.01489960014105778,-0.0448830708775717,-0.019955934507066387,0.011872977173322363,-0.006455367034964786,3160.2712421265446,2909.809931901673,2593.038442441045,2834.2297441872297,2958.5075770528947,2994.9639711586824,3097.5529684802445,3016.109908866537,2833.24068580353,3221.104624532158,3258.424457529697,2950.191321027427,2651.2254245387594,2705.919987161806,3121.8846911596393,3359.0366935237007,3318.789182085675,3166.928235867957,3016.823186616181,3144.950965108641,23.269508552612514,12.097421411795366,15.976749380684746,15.947877703157197,15.941680936668336,16.450160002500873,30.534126198921903,1
U1_181,-116.13788999999998,34.557716,-76.90234,-37.17095,-39.72278,-4.002766,-16.69073,13.339317000000001,0.40143353,-2.5887314999999997,1.0876504999999999,-2.508566,-2.0982275,-1.1572343,-4.91746,5.9157434,-5.979305,3.789335,-12.295695,-10.26436,-0.0066589437532296935,-0.015178367569188497,-0.0023519415194280927,0.006309247222439507,0.03392711733221502,-0.004408682209450174,2767.4161704047456,3152.5722195177427,3570.852206113315,3363.0282503218764,2877.6373418137905,2665.9114750215986,3060.50505091197,3138.5148948248243,3309.739880365769,3393.95636635331,3154.0653027808557,2885.5572358549425,2945.9437704031666,3322.048589097593,3051.3345721802757,2509.592790971833,2317.6906610263936,2321.6935297277564,2620.779349263923,3044.121300657228,17.33690479091176,12.328590177059722,17.387957284209882,18.269697332640728,17.191872390604612,17.13931970983617,30.63252578092171,1
